date,vaccine,total_vaccinations,location
2021-06-15,Moderna,4046110,Italy
2021-06-15,Oxford/AstraZeneca,8105269,Italy
2021-06-15,Pfizer/BioNTech,30187396,Italy
2021-06-16,Oxford/AstraZeneca,8149922,Italy
2021-06-16,Pfizer/BioNTech,30602982,Italy
2021-06-16,Moderna,4132640,Italy
2021-06-16,Johnson&Johnson,1166742,Italy
2021-06-17,Johnson&Johnson,1174605,Italy
2021-06-17,Moderna,4201277,Italy
2021-06-17,Oxford/AstraZeneca,8192519,Italy
2021-06-17,Pfizer/BioNTech,31085740,Italy
2021-06-18,Pfizer/BioNTech,31588531,Italy
2021-06-18,Johnson&Johnson,1180531,Italy
2021-06-18,Moderna,4257046,Italy
2021-06-18,Oxford/AstraZeneca,8234408,Italy
2021-06-19,Johnson&Johnson,1185015,Italy
2021-06-19,Moderna,4312285,Italy
2021-06-19,Oxford/AstraZeneca,8269434,Italy
2021-06-19,Pfizer/BioNTech,32051265,Italy
2021-06-20,Oxford/AstraZeneca,8299644,Italy
2021-06-20,Pfizer/BioNTech,32407933,Italy
2021-06-20,Johnson&Johnson,1187560,Italy
2021-06-20,Moderna,4359704,Italy
2021-06-21,Oxford/AstraZeneca,8351516,Italy
2021-06-21,Pfizer/BioNTech,32847628,Italy
2021-06-21,Johnson&Johnson,1192406,Italy
2021-06-21,Moderna,4419704,Italy
2021-06-22,Johnson&Johnson,1197569,Italy
2021-06-22,Moderna,4504082,Italy
2021-06-22,Oxford/AstraZeneca,8402812,Italy
2021-06-22,Pfizer/BioNTech,33275773,Italy
2021-06-23,Johnson&Johnson,1203183,Italy
2021-06-23,Moderna,4590052,Italy
2021-06-23,Oxford/AstraZeneca,8456552,Italy
2021-06-23,Pfizer/BioNTech,33696267,Italy
2021-06-24,Pfizer/BioNTech,34203356,Italy
2021-06-24,Oxford/AstraZeneca,8501319,Italy
2021-06-24,Johnson&Johnson,1208631,Italy
2021-06-24,Moderna,4640862,Italy
2021-06-25,Pfizer/BioNTech,34704233,Italy
2021-06-25,Johnson&Johnson,1213652,Italy
2021-06-25,Moderna,4689809,Italy
