date,vaccine,total_vaccinations,location
2021-05-21,Oxford/AstraZeneca,304364,Lithuania
2021-05-22,Pfizer/BioNTech,1005273,Lithuania
2021-05-22,Oxford/AstraZeneca,304730,Lithuania
2021-05-22,Moderna,134592,Lithuania
2021-05-22,Johnson&Johnson,16608,Lithuania
2021-05-23,Johnson&Johnson,17250,Lithuania
2021-05-23,Moderna,134727,Lithuania
2021-05-23,Oxford/AstraZeneca,304759,Lithuania
2021-05-23,Pfizer/BioNTech,1006295,Lithuania
2021-05-24,Johnson&Johnson,19398,Lithuania
2021-05-24,Moderna,137364,Lithuania
2021-05-24,Oxford/AstraZeneca,308636,Lithuania
2021-05-24,Pfizer/BioNTech,1012192,Lithuania
2021-05-25,Johnson&Johnson,21214,Lithuania
2021-05-25,Moderna,139654,Lithuania
2021-05-25,Oxford/AstraZeneca,311575,Lithuania
2021-05-25,Pfizer/BioNTech,1030915,Lithuania
2021-05-26,Pfizer/BioNTech,1053788,Lithuania
2021-05-26,Oxford/AstraZeneca,315388,Lithuania
2021-05-26,Moderna,140614,Lithuania
2021-05-26,Johnson&Johnson,22830,Lithuania
2021-05-27,Johnson&Johnson,25010,Lithuania
2021-05-27,Moderna,141447,Lithuania
2021-05-27,Oxford/AstraZeneca,318254,Lithuania
2021-05-27,Pfizer/BioNTech,1078317,Lithuania
2021-05-28,Johnson&Johnson,27956,Lithuania
2021-05-28,Moderna,144535,Lithuania
2021-05-28,Oxford/AstraZeneca,322036,Lithuania
2021-05-28,Pfizer/BioNTech,1101017,Lithuania
2021-05-29,Johnson&Johnson,34150,Lithuania
2021-05-29,Moderna,144840,Lithuania
2021-05-29,Oxford/AstraZeneca,322321,Lithuania
2021-05-29,Pfizer/BioNTech,1105763,Lithuania
2021-05-30,Pfizer/BioNTech,1106275,Lithuania
2021-05-30,Oxford/AstraZeneca,322339,Lithuania
2021-05-30,Johnson&Johnson,34150,Lithuania
2021-05-30,Moderna,144902,Lithuania
2021-05-31,Johnson&Johnson,34998,Lithuania
2021-05-31,Moderna,148833,Lithuania
2021-05-31,Oxford/AstraZeneca,332205,Lithuania
2021-05-31,Pfizer/BioNTech,1110112,Lithuania
2021-06-01,Johnson&Johnson,36372,Lithuania
2021-06-01,Moderna,151794,Lithuania
2021-06-01,Oxford/AstraZeneca,334766,Lithuania
2021-06-01,Pfizer/BioNTech,1135979,Lithuania
2021-06-02,Johnson&Johnson,37770,Lithuania
2021-06-02,Moderna,153233,Lithuania
2021-06-02,Oxford/AstraZeneca,340186,Lithuania
2021-06-02,Pfizer/BioNTech,1168423,Lithuania
2021-06-03,Pfizer/BioNTech,1198794,Lithuania
2021-06-03,Oxford/AstraZeneca,343195,Lithuania
2021-06-03,Johnson&Johnson,39970,Lithuania
2021-06-03,Moderna,155262,Lithuania
2021-06-04,Johnson&Johnson,42996,Lithuania
2021-06-04,Moderna,158547,Lithuania
2021-06-04,Oxford/AstraZeneca,349755,Lithuania
2021-06-04,Pfizer/BioNTech,1228461,Lithuania
2021-06-05,Johnson&Johnson,47772,Lithuania
2021-06-05,Moderna,160236,Lithuania
2021-06-05,Oxford/AstraZeneca,350152,Lithuania
2021-06-05,Pfizer/BioNTech,1239919,Lithuania
2021-06-06,Johnson&Johnson,47780,Lithuania
2021-06-06,Moderna,160330,Lithuania
2021-06-06,Oxford/AstraZeneca,350206,Lithuania
2021-06-06,Pfizer/BioNTech,1245385,Lithuania
2021-06-07,Pfizer/BioNTech,1250334,Lithuania
2021-06-07,Oxford/AstraZeneca,362444,Lithuania
2021-06-07,Johnson&Johnson,50990,Lithuania
2021-06-07,Moderna,163042,Lithuania
2021-06-08,Johnson&Johnson,54088,Lithuania
2021-06-08,Moderna,165929,Lithuania
2021-06-08,Oxford/AstraZeneca,366101,Lithuania
2021-06-08,Pfizer/BioNTech,1268423,Lithuania
2021-06-09,Johnson&Johnson,57876,Lithuania
2021-06-09,Moderna,167744,Lithuania
2021-06-09,Oxford/AstraZeneca,368802,Lithuania
2021-06-09,Pfizer/BioNTech,1289655,Lithuania
2021-06-10,Johnson&Johnson,61450,Lithuania
